Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,Category,About Us,Products and Services
Health and Allied Health,Speech Therapist,AMD Massage Therapies,https://www.yellowpages.com.au/vic/thomastown/amd-massage-therapies-1000002230159-listing.html,,amdmassagetherapies@gmail.com,http://www.amdmassagetherapies.com.au,,Thomastown,VIC,3074,Thomastown VIC 3074,Massage Therapy,"About AMD Massage Therapies
I've gathered countless amounts of knowledge and experience over the years to ensure i provide the best quality massage.
Payment Methods
Cash
Direct Debit
Mastercard
Visa
Also trades as
AMD Massage Therapies","Hours of Operation
Flexible Hours, Open Monday - Friday, Open Saturdays, Open Sundays
Events
Corporate Events, Events, Festivals, Golf Tournaments, Hens Parties, Promotions, Sporting Events
Massage
Abdominal, Deep Tissue, Ease Mental Stress, Full-body, Hot Stone, Improve Sleep, Improved Skin Tone, Increased Blood Circulation, Myofascial Release, Postnatal, Pregnancy, Reduced Muscle Tension, Reduction of Stress Hormones, Rehabilitation, Relaxation, Relaxation Massage, Seated Massages, Sports, Swedish, Trigger Point Therapy
Offering
Aged Care, Corporates, Couples, Disabled
Features
By Appointment, Certified, Clinic, Corporate Discounts, Day Spa Services, Disabled Access, Gift Vouchers, Group Bookings Discounts, Home Visits, Hospital Visits, Hotel Visits, Licensed, Mobile Massage Service, No Referral Necessary, Office Visits, On-Site Services, Same Day Service
Issues
Aches, Acute Pain, Arthritis, Back, Carpal Tunnel Syndrome, Chronic Pain, Elbows, Fatigue, Feet, Fibromyalgia, Fingers, Frozen Shoulder, Hands, Head, Headaches, Injuries, Joints, Legs, Muscular Disorders, Neck, Overuse Injuries, Pain, Scalp, Sciatica, Scoliosis, Shoulders, Spine, Sports Injuries, Strains, Stress, Tension, Womens Health, Wrists"
Health and Allied Health,Speech Therapist,Body and Face Salon,https://www.yellowpages.com.au/vic/doncaster-east/body-and-face-salon-15149254-listing.html,0421 285 431,info@bodyandfacemassage.com.au,http://www.bodyandfacemassage.com.au,,Doncaster East,VIC,3109,Doncaster East VIC 3109,Massage Therapy,"Payment Methods
Cash","Hours of Operation
Flexible Hours, Open Monday - Friday
Massage
Abdominal, Deep Tissue, Ease Mental Stress, Full-body, Hawaiian, Improve Sleep, Improved Skin Tone, Increased Blood Circulation, Reduced Muscle Tension, Reduction of Stress Hormones, Rehabilitation, Relaxation, Relaxation Massage, Swedish, Traditional, Wellbeing
Services
Aromatherapy, Custom Packages, Reiki
Offering
Essential Oil Blends, Essential Oils, Massage Tables
Features
Australian Association of Massage Therapists, By Appointment, Certified, Gift Vouchers, Same Day Service
Issues
Aches, Acute Pain, Back, Chronic Illness, Chronic Pain, Ears, Elbows, Fatigue, Feet, Fingers, Hands, Head, Headaches, Joints, Legs, Lymphatic, Muscular Disorders, Neck, Overuse Injuries, Pain, Scalp, Sciatica, Shoulders, Spine, Sports Injuries, Strains, Stress, Tension, Wrists"
Health and Allied Health,Speech Therapist,Healing Hands,https://www.yellowpages.com.au/vic/allambee-south/healing-hands-12499675-listing.html,0428 337 092,healinghands@wideband.net.au,https://www.facebook.com/pages/Healing-Hands-Relaxation-Retreat/360005148319?fref=ts&ref=br_tf,35 Old Yarragon Rd,Allambee South,VIC,3871.0,"35 Old Yarragon Rd, Allambee South VIC 3871",Massage Therapy,"Payment Methods
Cash","Hours of Operation
Open Monday - Friday
Massage
Full-body, Increased Blood Circulation, Lymphatic Drainage, Reduced Muscle Tension, Reflexology, Relaxation, Relaxation Massage, Remedial, Seated Massages, Traditional, Wellbeing
Services
Lymph Therapy, Reiki
Offering
Disabled, Essential Oil Blends, Massage Tables
Features
Accredited, Australian Association of Massage Therapists, Australian Owned, By Appointment, Certified, Concession Discounts, Gift Vouchers, Health Funds, Home Visits, Insured, Mobile Massage Service, Office Visits, Pensioner Discount
Issues
Aches, Back, Chronic Pain, Feet, Fibromyalgia, Frozen Shoulder, Hands, Head, Headaches, Legs, Lymphatic, Neck, Pain, Scalp, Scoliosis, Shoulders"
Health and Allied Health,Speech Therapist,Ancient Art - Chinese Massage,https://www.yellowpages.com.au/vic/bendigo/ancient-art-chinese-massage-14812567-listing.html,(03) 5444 3957,ancientart158@yahoo.com.au,http://www.yahoo.com.au,17 Killian's Walk,Bendigo,VIC,3550.0,"17 Killian's Walk, Bendigo VIC 3550",Massage Therapy,"Payment Methods
American Express
Bartercard
Cash
Direct Debit
EFT
EFTPOS
Mastercard
Visa
ABN
21 422 148 942
Staff
1-10
Established
2012","Hours of Operation
Open Evenings, Open Late, Open Monday - Friday, Open Saturdays, Open Sundays
Events
Bridal Showers, Hens Parties, Sporting Events, Trade Shows
Massage
Acupressure, Deep Tissue, Ease Mental Stress, Full-body, Increased Blood Circulation, Oriental, Postnatal, Pregnancy, Prenatal, Reduced Muscle Tension, Reduction of Stress Hormones, Reflexology, Rehabilitation, Relaxation, Relaxation Massage, Remedial, Seated Massages, Sports, Traditional
Services
Custom Packages
Offering
Children, Corporates, Couples, Disabled, Eastern Cupping, Essential Oil Blends, Infants, Massage Tables, Organic Products, Sports Medicine
Features
Australian Owned, By Appointment, Corporate Discounts, Disabled Access, Gift Vouchers, Guaranteed, Insured, Loyalty Programs, No Referral Necessary, Quotes, Registered, Same Day Service
Issues
Back, Chronic Pain, Elbows, Feet, Fingers, Frozen Shoulder, Hands, Head, Headaches, Injuries, Legs, Menstrual Problems, Muscular Disorders, Neck, Overuse Injuries, Pain, Scalp, Sciatica, Shoulders, Sports Injuries, Strains, Stress, Tension, Whiplash, Womens Health, Wrists"
Health and Allied Health,Speech Therapist,ChinaTom Professional Massage,https://www.yellowpages.com.au/vic/bentleigh/chinatom-professional-massage-1000002317948-listing.html,0491 123 892,,http://www.facebook.com/centreroad,Shop 4 325 Centre Rd,Bentleigh,VIC,3204.0,"Shop 4 325 Centre Rd, Bentleigh VIC 3204",Massage Therapy,"About ChinaTom Professional Massage
Tom has been working as a massage therapist at South Melbourne Market since 2011 and opened ChinaTom Professional Massage in September 2018.
Payment Methods
BPAY
Cash
Cheques
Direct Debit
EFTPOS
Mastercard
Visa
ABN
55 121 505 768
Staff
1-10
Established
2018
Also trades as
ChinaTom Professional Massage","Hours of Operation
Open Saturdays, Open Sundays
Massage
Chinese, Deep Tissue, Full-body, Hot Stone, Improve Sleep, Oriental, Reduced Muscle Tension, Reduction of Stress Hormones, Relaxation, Relaxation Massage, Remedial, Seated Massages, Swedish, Traditional, Tui Na, Wellbeing
Services
Wellbeing Advice
Offering
Chairs, Eastern Cupping, Essential Oils, NIB, Private Health Funds
Features
Australian Association of Massage Therapists, Certified, Gift Vouchers, Health Funds, HICAPS, Licensed, Mobile Massage Service, Office Visits, Same Day Service
Issues
Aches, Acute Pain, Arthritis, Asthma, Back, Elbows, Fatigue, Feet, Fingers, Frozen Shoulder, Hands, Head, Headaches, Joints, Legs, Neck, Pain, Shoulders, Stress, Tension"
Health and Allied Health,Speech Therapist,The Back Man,https://www.yellowpages.com.au/vic/bendigo/the-back-man-15320353-listing.html,0408 423 903,drgueru@gmail.com,,85 Wills St,Bendigo,VIC,3550.0,"85 Wills St, Bendigo VIC 3550",Massage Therapy,"Payment Methods
Cash
EFTPOS
Mastercard
Visa
Established
1976","Hours of Operation
Open Monday - Friday
Massage
Acupressure, Bowen Therapy, Deep Tissue, Full-body, Improve Sleep, Increased Blood Circulation, Manipulative, Postnatal, Pregnancy, Prenatal, Reduced Muscle Tension, Reflexology, Rehabilitation, Relaxation, Relaxation Massage, Remedial, Shiatsu, Sports, Swedish, Thai, Traditional, Trigger Point Therapy, Wellbeing
Services
Wellbeing Advice
Offering
Baby Massage, Children, Essential Oils, Herbal Medicines, Infants, Massage Tables, Meditation, Private Health Funds, Training, Weight Loss
Features
Accredited, ATMS Accredited, Australian Owned, By Appointment, Certified, Clinic, Concession Discounts, Consultations, Emergency Services, Examinations, Gift Vouchers, Insured, Licensed, No Referral Necessary, Pensioner Discount, Registered, Student Discounts, Workcover Approved
Issues
Aches, Acute Pain, Arthritis, Asthma, Back, Carpal Tunnel Syndrome, Chronic Illness, Chronic Pain, Colic, Constipation, Elbows, Fatigue, Feet, Fibromyalgia, Fingers, Frozen Shoulder, Hands, Head, Headaches, Injuries, Jaw Problems, Joints, Legs, Menstrual Problems, Muscular Disorders, Neck, Overuse Injuries, Pain, Scalp, Sciatica, Scoliosis, Shoulders, Spine, Sports Injuries, Strains, Stress, Tension, TMJ, Whiplash, Womens Health, Wrists"
Health and Allied Health,Speech Therapist,Urban Massage Centre,https://www.yellowpages.com.au/vic/melbourne/urban-massage-centre-1000002293778-listing.html,(03) 8395 7523,relax@urbanmassagecentre.com.au,http://www.urbanmassagecentre.com.au,Level 2 123 Swanston St,Melbourne,VIC,3000.0,"Level 2 123 Swanston St, Melbourne VIC 3000",Massage Therapy,"About Urban Massage Centre
Our Grand Opening was September 2019, offering the most affordable and best quality massage in Melbourne CBD!
Payment Methods
Cash
Direct Debit
EFT
EFTPOS
Visa
Also trades as
Urban Massage Centre","Massage
Deep Tissue, Full-body, Hot Stone, Improve Sleep, Relaxation Massage, Traditional
Services
Aromatherapy
Offering
Massage Tables
Features
Free Consultations, Group Bookings Discounts, On-Site Services
Issues
Aches, Back, Legs, Neck"
Health and Allied Health,Speech Therapist,Banyule Massage Therapy Centre,https://www.yellowpages.com.au/vic/rosanna/banyule-massage-therapy-centre-14917568-listing.html?isTopOfList=true&premiumProductId=400005027230,(03) 9457 7522,bmtc@ihug.com.au,http://www.bmtc.websyte.com.au/site.cfm?/bmtc,96 St James Rd,Rosanna,VIC,3084.0,"96 St James Rd, Rosanna VIC 3084",Massage Therapy,"About Banyule Massage Therapy Centre
AT A GLANCE
Highly trained
One of Australia's leading massage schools
Major credit cards accepted
Safe and effective
Gift vouchers available
We offer a wide range of massage therapy.
Banyule Massage Therapy Centre is located in Rosanna VIC. It provides variety of services in massage therapy. We have a highly trained and experiences therapists who can take care of your health. We provide after hours by appointments available by request.
About Us
Our therapists have been highly trained at the Melbourne Institute of Massage Therapy, one of Australia's leading massage schools. Our training included Myotherapy,  Remedial, Therapeutic, Relaxation, Sports, Athletic, Shiatsu, Pregnancy, Trigger points and Deep tissue.
Products And Services
We specialise in:
Myotherapy
Remedial
Therapeutic
Relaxation
Sports
Pregnancy
Corporate
Gift Vouchers
Why You Can Go With Us?
Massage therapy is one of the oldest forms of healing known to man, it continues to grow in popularity because it is safe, effective and it respects the body's natural healing powers. Our therapists have been highly trained at the Melbourne Institute of Massage Therapy, one of Australia's leading massage schools. Our training includes Myotherapy, Remedial, Therapeutic, Relaxation, Sports, Athletic, Shiatsu, Pregnancy, Trigger points and Deep tissue.
Payment Methods
EFTPOS
Mastercard
Visa
Staff
1-10
Established
2001","Hours of Operation
Open Evenings, Open Late, Open Monday - Friday, Open Saturdays, Open Sundays
Massage
Deep Tissue, Full-body, Hot Stone, Increased Blood Circulation, Lymphatic Drainage, Myofascial Release, Pregnancy, Relaxation Massage, Remedial, Seated Massages, Sports, Swedish, Trigger Point Therapy, Wellbeing
Services
Dry Needling, Reiki
Offering
Private Health Funds
Features
Australian Association of Massage Therapists, Clinic, Concession Discounts, Disabled Access, Gift Vouchers, Health Funds, Mobile Massage Service, Pensioner Discount, Senior Discounts, Student Discounts, Workcover Approved
Issues
Arthritis, Chronic Pain, Fibromyalgia, Headaches, Injuries, Neck, Pain, Sciatica, Shoulders, Sports Injuries, Stress
Keywords
Massage Therapy Colleges, Courses For Massage, Holistic Massage Training, Massage Therapist Education, Spa Therapy School, Local Massage Places, Medical Massage Certification, Massage School Online, Online Massage School, Healing Massage Therapy, Therapeutic Massage School, College Massage Therapy, School For Massage, Best Massage Schools, Spa Therapy Schools, Therapeutic Massage Certification, Massage TherapyRosanna VIC, Sports Therapeutic Massage, Massage Therapy In, Schools Of Massage Therapy, Athletic Massage Therapist, Massage Therapist Program, Massage Therapy Sports, Windsor Massage Therapy, Information About Massage Therapy, Massage Therapist In Australia, Massage Therapy Mobile, Massage Therapy School Cost, Schools For Massage Therapy, Training For Massage Therapy, Banyule Massage Therapy Centre, Massage School Cost, Massage Therapy Class, Massage Certification Online, Elements Massage, Massage Therapist Degree, Massage Healthy, Massage Therapy Education, A Therapeutic Massage, Best Massage Therapy Schools, Accredited Massage Schools, Au Massage Therapy, Massage Therapist Programs, Centre De Massage, Massage For Therapy, Massage Therapist Classes, The Massage Therapy, Massage Therapy Programs, Therapeutic Massage Schools, Online Massage Therapy School"
Health and Allied Health,Speech Therapist,Sense Of Thai,https://www.yellowpages.com.au/vic/richmond/sense-of-thai-15415131-listing.html,(03) 9421 5257,,http://www.senseofthai.com.au,323 Swan St,Richmond,VIC,3121.0,"323 Swan St, Richmond VIC 3121",Massage Therapy,"Payment Methods
Cash
Cheques
Direct Debit
EFT
EFTPOS
Mastercard
Visa
ABN
98 167 880 444
Staff
1-10
Established
2014","Hours of Operation
Open Monday - Friday
Events
Weddings
Massage
Ease Mental Stress, Improve Sleep, Reduced Muscle Tension, Reduction of Stress Hormones, Relaxation, Traditional Thai, Wellbeing
Services
Aromatherapy, Custom Packages, Facial Harmony, Lymph Therapy, Wellbeing Advice
Offering
Children, Corporates, Couples, Essential Oil Blends, Essential Oils, Massage Tables, Meditation
Features
Australian Owned, By Appointment, Day Spa Services, Delivery, Gift Vouchers, Guaranteed, Registered, Showers, Spas
Issues
Aches, Acute Pain, Back, Chronic Pain, Ears, Elbows, Fatigue, Feet, Fingers, Hands, Head, Joints, Legs, Lymphatic, Neck, Pain, Scalp, Shoulders, Spine, Strains, Stress, Tension, Thorax, TMJ"
Health and Allied Health,Speech Therapist,M.C. Physio,https://www.yellowpages.com.au/vic/ballarat/mc-physio-1000002234530-listing.html,(03) 5331 9144,info@mcphysio.com.au,http://www.mcphysio.com.au,708 Eyre Street,Ballarat,VIC,3350.0,"708 Eyre Street, Ballarat VIC 3350",Massage Therapy,"About M.C. Physio
AT A GLANCE
Sports injury assessment, diagnosis and treatment
Post-surgical rehabilitation
Orthopaedic or general surgery
Neck and back pain and injuries
Dry needling
At M.C. Physio, we provide a friendly and professional physiotherapy and massage therapy service.
With combined experience of over 30 years we are well equipped to look after you and your family. We focus on high quality care and leadership in physiotherapy in the Ballarat and surrounding districts.
Our Team:
.
Matthew Clark
Kathy Burt
Alli Davis
Bronwyn Buby
Services:
Sports Injury Assessment
Diagnosis And Treatment
Post-Surgical Rehabilitation
Orthopaedic Or General Surgery
In-Gym Exercises
Neck, Back Pain And Injuries
Work Injuries - WorkCover
Motor Vehicle Accident Injuries - TAC
Hip, Knee, Ankle And Foot Aches
Shoulder, Elbow, Wrist And Hand Aches
Dry Needling And More
M.C. Physio strives towards excellence in the practice of physiotherapy, massage therapy and looks towards an ongoing future in the provision of quality care to the local community. The friendly and experienced team are committed to Ballarat and surrounding districts, acknowledging the quality, history and potential of this city.
Payment Methods
Cash
Cheques
Direct Debit
EFT
EFTPOS
Mastercard
Visa
PDF
PDF
Women's Health
PDF - 0.1mb
PDF
PDF
Massage Therapy
PDF - 0.1mb
PDF
PDF
Physiotherapy & Massage Therapy
PDF - 0.1mb
PDF
PDF
Aquatic Physio
PDF - 0.1mb
ABN
77 102 563 904
Staff
11-20
Established
2001","Hours of Operation
Flexible Hours, Open Evenings, Open Late, Open Monday - Friday
Events
Conferences, Corporate Events, Festivals, Sporting Events
Massage
Deep Tissue, Ease Mental Stress, Full-body, Hydrotherapy, Improved Skin Tone, Increased Blood Circulation, Myofascial Release, Postnatal, Pregnancy, Prenatal, Reduced Muscle Tension, Reduction of Stress Hormones, Reflexology, Rehabilitation, Relaxation, Relaxation Massage, Remedial, Seated Massages, Shiatsu, Sports, Traditional, Trigger Point Therapy, Wellbeing
Services
Custom Packages, Dry Needling, Wellbeing Advice
Offering
Aged Care, Children, Disabled, Hand Therapy, HCF, Massage Tables, MBF, Medibank Private, NIB, Private Health Funds, Sports Medicine, Workers Compensation
Features
Australian Association of Massage Therapists, Australian Natural Therapists Association, Australian Owned, By Appointment, Clinic, Consultations, Disabled Access, Evaluations, Examinations, Gift Vouchers, Gym, Health Funds, HICAPS, Insurance Claims, Insured, No Referral Necessary, Registered, Workcover Approved
Issues
Aches, Acute Pain, Arthritis, Back, Carpal Tunnel Syndrome, Chronic Pain, Elbows, Fatigue, Feet, Fibromyalgia, Frozen Shoulder, Hands, Head, Headaches, Injuries, Jaw Problems, Joints, Legs, Muscular Disorders, Neck, Overuse Injuries, Pain, Sciatica, Scoliosis, Shoulders, Spine, Sports Injuries, Strains, Stress, Tension, Thorax, Whiplash, Womens Health, Wrists
Keywords
Fitball, Women's Health, Gait Analysis, X-rays, Upper Limb Therapy, Exercise Programs, Ultrasounds, Sports Physiotherapy, Physiotherapist, Lower Limb Therapy, Bronwyn Buby, Post-op Care, Men's Health, Manual Therapy, Core Strengthening, Aged Care, Work-related Injuries, Paediatrics, HICAPS, Occupational Health, Member Of The Australian Physiotherapy Association, Examinations, Hand Therapy, Preventative Care, Alli Davis, Hydrotherapy, M.C. Physio, Body Conditioning, Kathy Burt, Developmental Assessments, Stretching Techniques, Matthew Clark, Prenatal Care"
Health and Allied Health,Speech Therapist,Hopkins Falls Massage Therapy Clinic,https://www.yellowpages.com.au/vic/warrnambool/hopkins-falls-massage-therapy-clinic-1000002802471-listing.html,0407 859 512,jodie_dews@hotmail.com,,,Warrnambool,VIC,3280,Warrnambool VIC 3280,Massage Therapy,"About Hopkins Falls Massage Therapy Clinic
AT A GLANCE
Over 20 Years Experience
Locally Owned And Operated
Client Focused
Fully Qualified & Dedicated Team
Professional Massage Services
We aim to help alleviate pain and dysfunction, reduce stress, and tension. and improve everyday quality of life.
Founded in 1998, Owner operator, Jodie has over 20 years of experience as a Remedial Massage Therapist including over 25 years as a Sports Trainer with local Football clubs. Now an Emmett Technique - Practitioner including Emmett Lymphatics, Jodie uses a variety of techniques and modalities for the best patient care.
Hopkins Falls Massage Therapy Clinic is a locally owned and operated business that has been providing massage therapy in Warrnambool since 1998. We have over 20 years of experience as a remedial massage therapist, and over 25 years as a sports trainer with local football clubs. Our owner and operator, Jodie is an Emmett Technique Practitioner and practices it including Emmett Lymphatics and a variety of techniques and modalities for better patient care. We offer a friendly and reliable team of experts to assist you with any needs.
Lymphatic Drainage can assist with a variety of different symptoms - acute pain, swelling or fluid issues, sinus or flu, symptoms of congestion, pre- or post-surgery, relaxation or general help, fatigue, and more. Our team of experts helps you in alleviating pain and discomfort, improving body movement, aiding relaxation, and improving quality of life. We incorporate a range of techniques to alleviate pain and discomfort, improve mobility and range of motion, shoulder pain, back pain, reduce stress, headaches, sports preparation or recovery, and general well-being.
Our physiotherapists are willing and enthusiastic to help you achieve your desired outcomes. Our achievement is due to our assurance, reliability, and the strength of our association with our customers. We have a team of skilled professionals who serve the clients effectively and efficiently manner. We believe in providing the best possible solutions for all your complicated issues. We are proud remedial massage therapists and members of Massage and Myotherapy Australia.
Contact us!
ABN
16 849 461 747
Established
1998","Hours of Operation
Open Saturdays
Massage
Abdominal, Full-body, Relaxation, Relaxation Massage, Remedial
Offering
Aged Care, Children, Couples, Herbal Medicines
Features
Registered
Issues
Aches, Acute Pain, Chronic Pain, Elbows, Feet, Fingers, Head, Joints, Legs, Neck, Pain, Sports Injuries, Stress
Keywords
Massage Therapist Warrnambool, Emmett Technique - Practitioner Warrnambool, Sports Massage Warrnambool, Remedial Massage Warrnambool, Myofascial Cupping Warrnambool, Emmett Lymphatic Warrnambool"
Health and Allied Health,Speech Therapist,Jessica Rankin Myotherapy,https://www.yellowpages.com.au/vic/warrnambool/jessica-rankin-myotherapy-15155025-listing.html,0427 835 995,jessicarankinmyotherapy@gmail.com,https://www.facebook.com/jessicarankinmyotherapy,,Warrnambool,VIC,3280,Warrnambool VIC 3280,Massage Therapy,"About Jessica Rankin Myotherapy
AT A GLANCE
Specialised Pregnancy Cushion & Treatment
By Appointment Only
Practicing Locally Since 2007
Range of Specialist Treatment For Complete Health
Our mission is to contribute overall well-being of our clients and help to achieve a state of harmony, relaxation & rejuvenation.
Jessica Rankin Myotherapy has been in business since April 2007.
Jessica Rankin Myotherapy is a renowned massage therapy service in Warrnambool. As a qualified and experienced massage therapist, I offer a range of specialised and personalised treatments of the highest standard. Specialising in myotherapy, I constantly update myself on the new treatment methods that help me deliver the perfect treatment to my clients. I am licensed and certified by the Myotherapy Association of Australia.
I offer personalised massage therapies for a range of disorders. My expertise spans pregnancy cushions, neck and back pain, stress, pain and stiffness, myofascial release, sports injuries, and several more issues. The methods and techniques I adopt for your treatment will depend on the issue you have and the method that may likely work for you. Acupressure, deep tissue massage, trigger point therapy, dry needling, lymph therapy, etc. are some of the methods I use to bring about complete relief from pain and discomfort.
I aim at addressing issues like muscular disorders, headaches, menstrual problems, jaw problems, overuse injuries, sciatica, scoliosis, arthritis, carpal tunnel syndrome, fibromyalgia, whiplash, TMJ, thorax, tension, fatigue, and several other types of chronic pain. Our massages also help improve sleep and blood circulation. Our facility is well-equipped, and our staff is quite friendly.
For more information, call us!
Payment Methods
Cash
EFTPOS
Mastercard
Visa
PDF
PDF
New Client Form
Download Our New Client Form
PDF - 0.1mb
PDF
PDF
What Is Myotherapy?
List Of Services & Prices
PDF - 0.3mb
ABN
41 914 398 490
Staff
1-10
Established
2007
Legal ID
Jessica Rankin Myotherapy","Hours of Operation
Flexible Hours, Open Evenings, Open Late, Open Monday - Friday
Massage
Acupressure, Deep Tissue, Ease Mental Stress, Full-body, Improve Sleep, Increased Blood Circulation, Lymphatic Drainage, Myofascial Release, Postnatal, Pregnancy, Prenatal, Reduced Muscle Tension, Reduction of Stress Hormones, Relaxation, Relaxation Massage, Remedial, Sports, Trigger Point Therapy, Wellbeing
Services
Dry Needling, Lymph Therapy
Offering
Eastern Cupping, HCF, Massage Tables, Medibank Private, NIB, Private Health Funds, Workers Compensation
Features
Accredited, Australian Owned, By Appointment, Certified, Concession Discounts, Consultations, Gift Vouchers, Health Funds, Insured, No Referral Necessary, Pensioner Discount, Registered, Senior Discounts, Student Discounts, Workcover Approved
Issues
Aches, Acute Pain, Arthritis, Back, Carpal Tunnel Syndrome, Chronic Pain, Elbows, Fatigue, Feet, Fibromyalgia, Frozen Shoulder, Hands, Head, Headaches, Injuries, Jaw Problems, Joints, Legs, Lymphatic, Menstrual Problems, Muscular Disorders, Neck, Overuse Injuries, Pain, Sciatica, Scoliosis, Shoulders, Spine, Sports Injuries, Strains, Stress, Tension, Thorax, TMJ, Whiplash, Womens Health, Wrists
Keywords
Neck pain, Back Pain, Headache, Pain, Myotherapy, Massage, Shoulder Pain, Stress, Myotherapy Warrnambool"
Health and Allied Health,Speech Therapist,Absolute Well Being,https://www.yellowpages.com.au/vic/watsonia/absolute-well-being-14795540-listing.html,(03) 9432 1842,office@absolutewellbeing.com.au,http://www.absolutewellbeing.com.au,131 Watsonia Rd,Watsonia,VIC,3087.0,"131 Watsonia Rd, Watsonia VIC 3087",Massage Therapy,"About Absolute Well Being
AT A GLANCE
Remedial & therapeutic massage
Manual lymphatic drainage
Organic facials
Examine your sub-conscious messages
Dry needling
Massage, kinesiology, remedial, relaxation, VHT, Ear candling, acupuncture, meditation.
We are a wellbeing centre, dedicated to passionately helping people in every way we can. Our services include Kinesiology, Massage, Acupuncture, VHT, Ear Candling and Calm Kids Meditation group.
Remedial & Relaxation Massage
We have a number of fully qualified massage therapists at Absolute Well Being. Each practitioner has a different perspective on life, and a different view of treating the client.
You have a choice of practitioners, services and prices.
Ranging from Relaxation massage to Remedial massage, light touch to deep tissue and general wellbeing to specific injury/condition management.
Call to discuss your individual requirements.
Health fund rebates apply for Remedial massage only.
Kinesiology
Multiple Kinesiology practitioners available for consultation, each specialising in a different aspect of the human condition.
Kinesiology may help you to uncover the root cause of your issue and then help you to identify the way/way's you can work at resolving your issues completely - rather then sticking a band aid on them!
Areas covered include: mood issues, normal concerns, digestive issues, nutritional deficiencies, stress relief, behavioural concerns.
Working with both Adults & children.
TCM Acupuncture, VHT, Ear Candling
TCM Acupuncture - Qualified and registered TCM Acupuncture practitioner available for individual consultations. Health funds rebates apply.
VHT - Vibromuscular Harmonization Technique. Have a consultation with a leader is this field. Absolute Well Being is one of the first clinic's in Australia to offer this valuable modality.
Ear Candling - For Wellness and Relaxation. Further information is available, please call to discuss ear candling further.
ABN
87 679 147 259
Staff
1-10
Established
1999","Events
Events, Parties
Services
Dry Needling, Reiki, Workshops
Offering
Children, Corporates, Couples, Essential Oils, Flower Essences, Meditation, Training, Weight Loss
Features
Accredited, By Appointment, Clinic, Consultations, Delivery, Gift Vouchers, Gym, Health Funds, Registered
Issues
Aches, Arthritis, Asthma, Back, Chronic Pain, Constipation, Ears, Fatigue, Feet, Hands, Head, Headaches, Injuries, Legs, Lymphatic, Menstrual Problems, Neck, Pain, Shoulders, Spine, Sports Injuries, Strains, Stress, Tension, Womens Health
Keywords
reiki, kinesiology, chiropractic, liquid crystals, Massage therapy"
Health and Allied Health,Speech Therapist,Zu Relaxation Massage,https://www.yellowpages.com.au/vic/glen-waverley/zu-relaxation-massage-15048886-listing.html,(03) 9562 2424,Zurelaxation@gmail.com,http://www.zurelaxation.com,1/ 92 Kingsway,Glen Waverley,VIC,3150.0,"1/ 92 Kingsway, Glen Waverley VIC 3150",Massage Therapy,"About Zu Relaxation Massage
We are open 7 days a week from 12 to 11 pm with an exception of Tuesday 5 to 11 pm.
Zu strives to provide the best service and keep the quality up to par for every customers visit. We ensure that You, as our valued customer, leave Zu satisfied, relieved and relaxed.

Zu Relaxation provides a clean and serene environment; making sure that our customers feel comfortable and ultimately, at ease.
Unlike other massage centres in shopping malls - rushed, limited space, loud surroundings, Zu Relaxation provides a clean and serene environment; making sure that our customers feel comfortable and ultimately at ease.
Services we offer:
Full Body Massage
Reflexology
Hot Stone Massage
Cupping
Facial Massages
Remedial massage
Chinese Accupressure
Delu
xe Package - $125
Full Body Massage
Foot Spa
Reflexology
Royal Deluxe Package -
$185
Full Body Massage
Foot Spa
Reflexology
Hot Stone
Facial Massage
Payment Methods
Cash
EFT
EFTPOS
Mastercard
Visa
ABN
76 571 471 723
Staff
1-10
Established
2007","Hours of Operation
Open Evenings, Open Late, Open Monday - Friday, Open Saturdays, Open Sundays
Events
Birthdays, Parties, Promotions
Massage
Acupressure, Auricular Therapy, Chinese, Deep Tissue, Ease Mental Stress, Full-body, Hot Stone, Improve Sleep, Improved Skin Tone, Increased Blood Circulation, Reduced Muscle Tension, Reduction of Stress Hormones, Reflexology, Rehabilitation, Relaxation, Relaxation Massage, Remedial, Swedish, Traditional, Wellbeing
Services
Aromatherapy, Facial Harmony
Offering
Baby Massage, Chairs, Children, Couples, Eastern Cupping, Essential Oils, Flower Essences, Hand Therapy, Infants, Massage Tables, Sports Medicine
Features
ACPET, Australian Association of Massage Therapists, Australian Natural Therapists Association, Certified, Gift Vouchers, Group Bookings Discounts, Licensed, Loyalty Programs
Issues
Aches, Acute Pain, Arthritis, Asthma, Back, Ears, Elbows, Feet, Fingers, Frozen Shoulder, Hands, Head, Headaches, Injuries, Joints, Legs, Lymphatic, Neck, Overuse Injuries, Pain, Polarity, Scalp, Sciatica, Scoliosis, Shoulders, Sports Injuries, Strains, Stress, Tension, Thorax, TMJ, Whiplash, Womens Health, Wrists
Keywords
Foot Spa, Facial Massage, Acupressure, Rejuvenation, Head Neck & Shoulder, Chinese Traditional  Massage, Massage, Massage Oil, Full Body, Reflexology"
