Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,About Us,Products and Services
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,GMG FINANCIAL GROUP,https://www.yellowpages.com.au/vic/swan-hill/gmg-financial-group-1000002908672-listing.html,(03) 5032 9750,contact@gmgfg.com.au,http://www.gmgfg.com.au,14 Pritchard St,Swan Hill,VIC,3585.0,"14 Pritchard St, Swan Hill VIC 3585","About GMG FINANCIAL GROUP
AT A GLANCE
Wide range of financing options
Friendly team of professionals
Innovative client-focused services
Farm accounting
We believe that every client deserves personalised service. We commit to you & your business in the same way we commit to our own.
Established in 1923, GMG Financial Group emerged as the pioneering accounting firm in the region. Since then, our vision has remained steadfast: to empower our clients in achieving their financial aspirations.
Today, we operate as a partnership of 10 professionals, supported by approximately 30 staff members dedicated to assisting our Partners.
When you are looking for an accountant to look after your individual needs, we know that you want to talk to someone who you can trust to make the best choices for your situation.
Whether you are a busy person with uncomplicated tax affairs or someone who wants to benefit from the professional advice we are able to provide on complex matters, we will be there to help you out. We can reduce hassles, organise and plan your financial needs and build a long term, effective relationship with you - leaving you more time for the important things in life.
At GMG we think farmers are tops - we are inspired by the dedication and passion all of our farming clients have for what they do.
There is even the odd bit of envy from us - being cooped up inside all day sometimes makes us we wish we could spend the day outside too!
It takes a special kind of accounting professional to really help farmers out - and at GMG we keep well on top of developments, challenges and innovations across loads of farming sectors to ensure you will stay ahead. We implement a range of software solutions, and can do as little or as much of the administrative work for you so that you can have more time to spend doing what you love.
When you retire, you want to make sure you can get the most out of life and enjoy what you have worked so hard for. We want that too. With the superannuation sector growing rapidly, many people like to be able to have control over their future.
A self-managed superannuation fund administered by GMG allows you to be as hands on or off with your superannuation as you would like. We don't stop where most accountants do - we make sure you are ahead of the game by helping you access the best advice for your retirement goals. We have dedicated contacts who can help provide you with great advice on succession planning, property investment, stockbroking and much more.
Our team are always available to answer your questions and will help you stay on top of complex SMSF legislation. We use award winning superannuation software in Australia to minimise hassle and allow you to get information about your balance whenever you wish. We also have five registered SMSF auditors in our team and can provide reliable, objective services for your fund.
ABN
84 140 058 150
Staff
11-20
Established
1923","Offering
Small Businesses
Features
Consultations, Evaluations, Free Consultations, Licensed, Registered, Standards Australia
Services
Business Planning, Project Management
Hours of Operation
Open Monday - Friday
Keywords
Management Consultant Services, Local Management Consultants, Management Consultants, find management consultants, Management Consultants Near me"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Finch Computer Services,https://www.yellowpages.com.au/vic/bayswater-north/finch-computer-services-1000002914880-listing.html,(03) 9761 4535,sales@finchcomputers.com.au,http://www.finchcomputers.com.au,8 Nicole Cl,Bayswater North,VIC,3153.0,"8 Nicole Cl, Bayswater North VIC 3153","About Finch Computer Services
AT A GLANCE
Provide friendly and efficient service
Reliable and cost effective products
Established in November 1984
Network installation/internet Installation
Computer repairs
Finch Computer Services specialises in computer products - sales & service, electronic engineering design & manufacture.
Finch Computer Services was established in November 1984 and its initial business consisted primarily of selling IBM-compatible computers and electronic design work. The business was run part time until a customer base was established. The company policy was then developed to only sell brand-name quality products that offered value for money.
About Us
Since 1984, almost all products developed and manufactured have been designed to customers' specifications, with most work being carried out under non-disclosure. The Company has invested heavily in plant and equipment and now enjoys having only the highest quality development and manufacturing equipment. Most of the test equipment has traceable calibration. Having equipment on site also means that almost all stages of prototype development are carried out in the factory to maintain quality.
Our Mission
Provide Friendly And Efficient Service
Accurately Define The Client's Needs And Make Suitable Recommendations
Supply Reliable And Cost Effective Products
Improve The Quality Of Goods And Services By Carefully Analysing Client Feedback
Review The Quality System For Continued Suitability And Effectiveness On A Regular Basis
Services We Offer:
Finch Computer Services offers a Range Of Services Such As:
Computer Repairs
Printer Repairs
Computer Installation
Network Installation
Internet Installation
New Computer Sales
Computer Equipment Sales
New Printer Sales
Business Servers Supply And Installation
Web Hosting
Web Design
Mail Exchange
Terminal Services
Remote Maintenance
Back-Up Solutions
Onsite Support
Managed IT Provider
Cloud Services
Office 365 Solutions
Wireless Networking
Business Relocation
New Office Setup
ABN
48 007 025 078
Staff
1-10
Established
1984","Keywords
computer Installation, Prototyping, internet Installation, Computer Repairs, PCB Design"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Wangaratta Equine Services,https://www.yellowpages.com.au/vic/wangaratta/wangaratta-equine-services-14030329-listing.html,(03) 5721 7177,info@warbyvet.com.au,https://warbyvet.com.au/equine-veterinary-services,,Wangaratta,VIC,3677,Wangaratta VIC 3677,"About Wangaratta Equine Services
AT A GLANCE
Artificial insemination
In-house pathology
Export radiography and certification
Farrier services
Equine medicine, anaesthesia and surgery
The Warby St Veterinary Hospital and Wangaratta Equine Services practice owner Dr Andrew Bett.
And his team of vets and vet nurses have vast knowledge of equine care. The Hospital continues to operate as it has for over 40 years at 32 Warby St, Wangaratta in providing the best possible care for your small animals and livestock species.
Our Services
Equine Medicine, Anaesthesia And Surgery
Equine Reproduction And Stud Medicine
Artificial Insemination
Lameness Workup
Radiography (X-Ray) And Ultrasound
Video Endoscopy
Equine Dentistry
Foal Medicine And Surgery
Ambulatory (On Farm) Services And Hospitalisation
Export Radiography And Certification
Pre-Purchase Examinations
IRAP Joint Therapy
Stem Cell Therapies
In-House Pathology
Veterinary Supplies
Staff
1-10
Established
2010
Also trades as
Wangaratta Equine services","Product
Cats, Cattle, Dogs, Foals, Horses, Livestock
Services
Anaesthesia, Artificial Insemination, Dentistry, Endoscopy, Examinations, Hospitalisation, Microchipping, Ultrasounds
Offering
Small Animals
Features
Consultations, Registered
Issues
Allergies, Arthritis, Back, Diseases, Fleas, Heartworm, Reproduction, Worms
Catering To
Pathology, Radiography, Surgery
Keywords
Equine Surgery Wangaratta, Equine Medicine Wangaratta, Horse Veterinary Wangaratta, Equine Hospital Wangaratta, Equine Wangaratta, Horse Vet Services Wangaratta, Equine Services Wangaratta, Equine Reproduction Wangaratta, Equine Norh East Victoria, Horse Vet Wangaratta"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Exact Computers & Home Entertainment,https://www.yellowpages.com.au/sup/exact-computers-home-entertainment-14270506-listing.html,(02) 6056 7629,sales@exactcomputers.com.au,http://exactcomputers.com.au,,,,,No location found,"About Exact Computers & Home Entertainment
AT A GLANCE
Computer Parts & Equipment
Electronic Parts & Equipment
Wide Range Of Services
Highly Experienced
100% Customer Satisfaction
Exact Computers & Home Entertainment is dedicated to providing the best customer service and computer repair available to you.
When your Laptop or PC  needs repairing, you won’t have to worry for long! Our technicians are skilled in dealing with most computers and gadgets whether you need home or business computer repairs. We also Built new computers and can also supply quality brand name computers and laptops. just give us a call.
Microsoft Windows PC Computer Repair
Data Recovery
Viruses, Spyware, Adware and Ransom-ware Removal
Cracked and Broken Laptop Screen Replacements
Charging Issues, Charging Ports Repairs and Replacements
Computer Tune Ups, Hardware Repair, Installations
Printer Set Ups / Troubleshooting
Networking
Laptop Repair:
Is your laptop going slow, weird things popping up, or just needs its yearly service? Our qualified technicians will bring it back to life.
PC Repair:
PC problem? We’ll help you solve it. We’re who you call when your desktop runs slow and your programs stop working.
Custom Built Computers:
Whether you know exactly what you want, or have no idea, we can talk to you and custom quote and build a new machine that is EXACTLY right for you.
Hardware Upgrades:
Need a new Graphics card, More RAM, replace that old slow Hard Drive with a nice fast SSD. We can help you.
Data Backup and Recovery:
We can help you back up your important personal data (photos, videos, documents, school work, etc.) to disk and cloud with no hassles.
Malware and Virus Removal:
Through years of experience we can remove the infestation without destroying your data.
Software Installation:
We can install your provided software, and in most cases restore data from your provided backups, so that everything is the same as you are used too.
Network / Servers:
Business Support from a new Server to looking after your I.T. needs day to day. You have come to the right place. We Care about our customers.
Payment Methods
American Express
BPAY
Cash
Direct Debit
EFT
EFTPOS
Mastercard
Visa
ABN
26 646 467 875
Staff
1-10","Hours of Operation
Open Monday - Friday, Open Saturdays
Brand
Acer, AMD, ASUS, Canon, Compaq, Fujitsu, HP, IBM, Konica Minolta, Kyocera, Lenovo, Lexmark, LG, Microsoft, MSI, NEC, Panasonic, Samsung, Seagate, Sharp, Western Digital
Features
Australian Operated, Australian Owned, CCN, Emergency Services, Family Owned, Financing, Free Quotes, Government Contracts, Hire Purchase, Insurance Claims, Interest Free, Leasing, Locally Operated, Locally Owned, Maintenance Contracts, Mobile Service, Office Visits, On-Site Services, Owner Operated, Quotes, Same Day Service, Second Hand, Senior Discounts, Trade-ins
Catering To
Commercial, Industrial, Residential
Keywords
Resistors, Computers, Electronic Parts & Equipment, LCD TVs, Digital Set-top Boxes, Computer Parts & Equipment, Plasma TVs, Capacitors, Electronics, Wire, Inks & Toners, Multimeters, Digital Cameras, Speaker Packages, Web Cams, Printers, Rear Projection TVs, DVD Players, Projectors, Upgrades Home Audio Visual:, Laptops, Software, Transistors, Soldering Irons, Home Theatre Amplifiers"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,After-Care,https://www.yellowpages.com.au/vic/rosebud/after-care-15048803-listing.html,1300 464 663,inhome@after-care.com,http://www.after-care.com,,Rosebud,VIC,3939,Rosebud VIC 3939,"About After-Care
AT A GLANCE
Personal and in-home care for the community
Over 20 years' experience
Trained staff
Independent family-owned business
Providing transport for a variety of activities
After-Care prides itself on supporting the community and being an active member of the area it services.
After-Care (A'sia) is an independent, family-owned and operated in-home care business based in the southern suburbs of Melbourne. After-Care provides in-home support and additional services to individuals and families who require that little extra to remain living in the security and comfort of their own home.
Individual Support
We Provide A Wide Range Of Individual Supports Including:
Personal Care
In-Home Respite
Social Support
Transport
Domestic Care
Home Maintenance
Gardening
Not just anyone can become an After-Care employee. We employ people with a strong person-centred focus and a professional approach to care. Our staff is all trained to a high standard for work within your home.
Why Choose Us?
After-Care has developed a unique approach to its long list of services, based on more than a decade of experience listening and responding to the people. We provide support for across Frankston and Mornington Peninsula areas. We have the privilege of walking alongside many people and respectfully supporting them on their life's journey in a way designed to provide you, our clients, with peace of mind and confidence when you choose After-Care.
Testimonial
""Dear Shane and all the staff at After-Care, many thanks for all your help, support and service you all provide to keep our loved ones at home with us."" - Jo, Jess, Tam and Katherine.
Payment Methods
Cash
Cheques
Direct Debit
ABN
24 090 129 383
Established
1999","Hours of Operation
24hr Emergency Service, Open 365 Days
Services
Community Living, Special Needs, Transportation
Offering
Aged Care, Attendant Care, Rehabilitation, Respite Care
Features
Delivery, Emergency Services, ISO, Mobile Service, Quotes, Registered, TAC
Issues
Blindness, Intellectual Disabilities
Catering To
Adults, Children
Keywords
Attendant Care, Community Living, Companion Services, Transportation, Disabilities, Emergency Service, Retirement Village, Meal Preparation, Intellectual Disabilities, Support Organisations, Disability Services, Special Needs, Locally Operated, Shopping, Aged Care, Bathing, Medical Appointment Transport, Respite Care, Dementia Care, Dementia Care Services, Disability Services & Support Organisations, 24hr Emergency Service, Aged Care Services, Domestic Help, Social Outings, Medication Reminders, Recreation, Blindness, Rehabilitation, Post Hospital Care"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Warby Street Veterinary Hospital,https://www.yellowpages.com.au/vic/wangaratta/warby-street-veterinary-hospital-11975781-listing.html,(03) 5721 7177,info@warbyvet.com.au,http://www.warbyvet.com.au,32 Warby St,Wangaratta,VIC,3677.0,"32 Warby St, Wangaratta VIC 3677","About Warby Street Veterinary Hospital
AT A GLANCE
Equine veterinary services
Professional staffs
Updated equipment
Microchipping
Vaccinations
Warby Street Veterinary Hospital specialises in every facet of you pets care. We have a proud history in Wangaratta and surrounds.
Warby Street Veterinary Hospital provides complete care for you pets. From desexing, vaccinations and microchipping to dental care, we are here to make sure your family pet maintains the best possible health.
Warby Street Veterinary Hospital have a proud history in providing Wangaratta and North East Victorian residents and their animals with service second to none.
The Warby St Veterinary Hospital is a rural mixed practice that employs 5 veterinarians. There are also 9 multi skilled veterinary nurses and a Practice Manager who keep things running smoothly from the front desk and behind the scenes. From within these staff and through a few extras we also a pet groomer, an accounts manager and two Puppy Preschool teachers.
We provide care and services for both small and large animal species and are especially involved in the equine industry that is prevalent in the Wangaratta region.
We have grown over the years from a small practice to now be a fairly large practice for a rural city. This has allowed us to expand our facilities over time and also to attain new technologies to better serve our patients. It also means that among the practicing veterinarians there is a wealth of varied skills and knowledge that can be applied and shared to provide the best possible care for your animals. Our staff are continually undergoing further study and attaining further qualifications to improve their skills and knowledge that little bit more.
Our hospital is located in a renovated building that has been designed to best accommodate our needs. We pride ourselves on our facilities and strive to keep them clean, tidy and up to date. We constantly update our equipment to keep abreast of technological changes and believe that we have a higher level of equipment than most rural practices. You will find below a short summary and some images of our hospital and its facilities.
Staff
11-20
Established
1986","Hours of Operation
Open Monday - Friday, Open Saturdays
Product
Cats, Dogs
Services
De-sexing, De-worming, Hospitalisation, Microchipping, Vaccinations
Offering
Puppy Classes, Puppy Pre-school, Small Animals
Features
Emergency Services
Issues
Diseases, Fleas, Heartworm, Injuries
Keywords
veterinary clinic, vet clinics near me, 24 hour vet near me, veterinary surgeon, animal hospital	vets near me, veterinarian near me, vet hospital, vet clinic, emergency vet"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Waterstone Pallets,https://www.yellowpages.com.au/vic/dandenong-south/waterstone-pallets-14936583-listing.html,(03) 9794 7915,sales@waterstoneholdings.com.au,http://www.waterstoneholdings.com.au,32 Glomar Ct,Dandenong South,VIC,3175.0,"32 Glomar Ct, Dandenong South VIC 3175","About Waterstone Pallets
For over 40 years, Waterstone Pallets have been making quality pallets. We specialise in custom-made and export grade pallets.
Waterstone Pallets is known for its commitment to competitive and fair pricing. We offer reliable and prompt delivery of all our products. Our products are of the highest quality, ensuring you, the customer a successful outcome every time you deal with us. We offer a friendly service and no obligation free quotes.
Our Services
Standard Pallets
Light weight to Heavy Duty
Standard size: 1165 x 1165
Custom Pallets
Great for large bulky products
Irregular shaped products
Long, high or wide products
Crates & Cases
Made to order
Suited to your requirements
Heat Treatment
Certified for export - ISPM 15
Packaging
Wedges
Supports
Sticks
Racks
Grooved bearers
Scalloped timbers
Onsite Storage
Need pallets in a hurry, we can store your standard pallets ready to deliver.
Let Waterstone Pallets find your solution today!
Payment Methods
Cash
EFT
ABN
63 006 202 553
ACN
006 202 553
Also listed under
Wooden Boxes & Cases","Hours of Operation
Open Monday - Friday
Product
Crates, Pallets, Trays
Material
Hardwood, Pine, Plywood, Softwood, Timber, Wood
Services
Certificates Supplied, Customising, Designs, Heat Treatment, Manufacturing, Packaging
Offering
Exports, Heavy Duty, Industrial, Light Duty, New, New, Used
Features
Certified, Certified to ISPM -I5, Delivery, Family Operated, Family Owned, ISPM 15 Standard, JAS-ANZ, Owner Operated, Quotes
Keywords
Melbourne Export Crates, Dandenong South Pallet Supplier, Melbourne Metro Pallet Supplier, Melbourne Packaging Manufacturer, Dandenong Packaging Manufacturer, Melbourne Export Boxes, Melbourne Custom Crates, Dandenong Custom Crates, Dandenong Custom Boxes, Dandenong Pallet Maker"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Benetook Veterinary Clinic,https://www.yellowpages.com.au/vic/mildura/benetook-veterinary-clinic-13072801-listing.html,(03) 5022 2455,reception@benetookvet.com.au,http://www.benetookvet.com.au,634 Benetook Ave,Mildura,VIC,3500.0,"634 Benetook Ave, Mildura VIC 3500","About Benetook Veterinary Clinic
AT A GLANCE
Blood test & x-ray
Hospitalisation & nursing care
Professional & reliable
Experienced
24 hour emergency service
Dedicated to animal health, we provide expert surgical care with compassion and commitment to advancing veterinary medicine.
With years of experience in this industry, we pride in offering professional and reliable services. We also offer diet food to your pets. Our team is well trained and experienced.
Benetook Veterinary Clinic is a Mildura-based veterinary clinic that began its journey in 1985 and has grown from a humble single-vet practice to a full team of experienced and qualified veterinary surgeons and nurses. We provide high-quality veterinary care in our well-equipped clinic and hospital. We are equipped and qualified to look into all kinds of health issues of large as well as small animals. We are dedicated to the health and well-being of animals and direct our expertise towards accomplishing the same.
Our services include consultations, health checks, vaccinations, dental examinations, and internal and external parasite control. We also offer dental hygiene programmes, nutritional advice, weight loss programmes, physiotherapy, and grooming services. We specialise in surgeries like desexing, cancer surgery, soft tissue surgery, lump removals, biopsies, lateral ear canal resection, and more. We are equipped to carry out thorough diagnostics and can handle emergencies as well. We also have hospitalisation facilities to help us provide complete in-patient care.
Our team undergoes regular trainings and stays abreast of the latest developments in the field of veterinary surgeries. We also collaborate with our contemporaries to adopt best practices and provide efficient treatments and care. We approach our patients with empathy and compassion and make sure the treatment we offer leads them to complete recovery.
For more information, call us now!
Payment Methods
Cash
EFT
EFTPOS
Mastercard
Visa
ABN
72 005 623 076
Staff
21-50
Legal ID
Hospitalisation & nursing care","Hours of Operation
24hr Emergency Service, Flexible Hours, Open Monday - Friday
Product
Alpacas, Amphibians, Birds, Cats, Cattle, Dogs, Domestic, Ferrets, Fish, Frogs, Goats, Greyhounds, Guinea Pigs, Horses, Mice, Rabbits, Reptiles, Snakes, Turtles
Services
Behaviour Consultations, Blood Tests, Dental Checks, Examinations, Hospitalisation, Nursing Care, Nutrition Counselling, Preventive Care, Rehabilitation, Vaccinations, X-rays
Offering
Diet Foods, Puppy Classes, Small Animals
Features
Air Conditioned, Animal Clinics, By Appointment, Certified, Consultations, Emergency Services, Family Owned, Heating, Inspections, Locally Operated, Quotes, Registered, Standards Australia
Issues
Allergies, Arthritis, Behaviour, Diseases, Fleas, Heartworm, Injuries, Pain, Ringworm, Ticks, Trauma, Weight, Worms
Catering To
Behaviour Management, Pathology, Surgery
Keywords
Veterinary Surgeons In VIC, Hospitalisation For Pets, Vaccination, Surgeries For Pets, 24 Hour Emergency Service, Veterinary Surgeons In Mildura VIC, Nutrition Counselling For Pets, X-ray For Pets, Blood Test For Pets, Health, Veterinary Surgeons, Pet Supplies, Veterinary Clinic, Vets Mildura VIC, Clinic For Pets, Pathology For Pets, Surgeons For Pets, Benetook, Rehabilitation For Pets, Clinic, Pets, Veterinary Surgeons In Mildura, Animals, Benetook Veterinary Clinic, Vaccinations For Pets, Animal, Surgeons, Pet Care, Dog Care, Dental Checks For Pets"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Mildura IT,https://www.yellowpages.com.au/vic/mildura/mildura-it-13733482-listing.html,(03) 5002 0080,yellow@mildurait.com.au,https://www.mildurait.com.au,151A Langtree Ave,Mildura,VIC,3500.0,"151A Langtree Ave, Mildura VIC 3500","About Mildura IT
We make a commitment to be prompt in our response to correspondence and to attend to client's needs as soon as possible.
A picture paints a thousand words but two words succinctly portray our focus. Mildura IT is an information technology hardware, software and services provider for its valued base of local customers.
Information technology support: *Hardware repairs & upgrades, *Server and network configuration, *Workstation, *Microsoft office support, *Systems integration, *Backup and disaster recovery.
Established
2003
Also listed under
Computer Tech & IT Support
,
Computer Networking & Installation
,
Telephone Systems & Equipment","Keywords
Computers, PCs, Computer Parts & Equipment, Computer Parts, HP Business Grade Computers, Computer, Computer Equipment, Computer Parts In My Area, Computer Parts Near Me, Computer Parts Nearby"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Blutech IT,https://www.yellowpages.com.au/vic/leopold/blutech-it-1000002327740-listing.html,0438 415 657,clem@blutech.com.au,http://www.blutech.com.au,,Leopold,VIC,3224,Leopold VIC 3224,"About Blutech IT
Blutech IT is a mobile computer repair business servicing Geelong and the Bellarine Peninsula.
With over 10 years of industry experience, Blutech IT can assist with all your computing needs. With your permission a technician can connect to your computer remotely. Our services include repairs & upgrades, installation and training.
Started in 2010 Blutech IT has been providing expert computer repair service & support across Geelong and the Bellarine Peninsula ever since.
We are focused on providing the highest level of customer service and support possible.
5 Great Reasons To Call Blutech IT?
We come to you.
Experienced Technicians
Prompt Service
Professional Advise
No Jargon, Plain English
ABN
42 373 163 482
Established
2010","Hours of Operation
Open Monday - Friday, Open Saturdays, Open Sundays
Features
By Appointment, Home Service, Office Service
Offering
Networking
Services
Backups, Installations, Spyware Removal, Virus Removal
Keywords
Computer repairs, Computer setup, Computer upgrades, Remote assistance, Computer service"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Budget PC Repairs,https://www.yellowpages.com.au/vic/caroline-springs/budget-pc-repairs-13757995-listing.html,0410 613 565,budgetpcdeals@gmail.com,,,Caroline Springs,VIC,3023,Caroline Springs VIC 3023,"About Budget PC Repairs
We have many years of experience and provide personalised service to every person who comes to us.
We are based in Caroline Springs and generally provide services throughout Caroline Springs and surrounding areas in VIC. You will get the support and also expert advice as we have strong commitment to quality and ongoing customer service.
Some Of Our Services Include
Fast Response
Mobile Repairs
Networking
Software/Hardware
Spyware
Installations
Custom Builds
Expert Advice
Repairing & Many More
We are the professionals and cover all aspects of work. Much of our work comes from personal recommendations, so our reputation matters. We are always striving for improvement so that we can constantly exceed customer expectations. Give us a call or email us and we will help.
Phone: 0410 613 565
Email:
[email protected]
ABN
77 823 983 282
Staff
1-10","Services
Customising, On-Site Services, Upgrades, Virus Protection
Offering
Commercial, Laptops, Residential
Features
24hr Turnaround, Delivery, Mobile Service
Keywords
Custom Built Systems, Laptop Repairs Caroline Springs, Computer Equipments, Computer Repairs Caroline Springs, Networking, Budget PC Repairs, Computer Software Installations, Software And Hardware, Spyware Caroline Springs, Slow Working PC Caroline Springs"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Diverse Support & Empowerment,https://www.yellowpages.com.au/vic/shepparton/diverse-support-empowerment-1000002904806-listing.html,0456 459 999,HM@disabilitysupportempowerment.com,http://www.disabilitysupportempowerment.com,,,,,No location found,"About Diverse Support & Empowerment
Embracing diversity, supporting individuals & empowering them to reach their full potential.
Diverse Support and Empowerment stands as a reliable disability service in Shepparton. We commit ourselves to helping people with disabilities champion their rights. Based in Kyabram, we offer tailored services aimed at enhancing quality of life and fostering inclusion. Whether it is healthcare coordination, employment assistance, or housing support, our comprehensive range of services addresses the diverse needs of all our customers. Our commitment to individual empowerment pushes us to create a more equitable society for all. Contact us today.
Also listed under
Lawn Mowing Services","Keywords
Lawn Mowing Kyabram, Lawn Service, Gardening Services, Local Lawn Mowing Services, Lawn Mowing, Lawn Maintenance, Lawn Mowing Services, Lawn Care Services, Lawn Cutting & Maintenance, Lawn Service Kyabram"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,The Vet Group,https://www.yellowpages.com.au/vic/simpson/the-vet-group-14106047-listing.html,(03) 5558 6666,email@thevetgroup.com.au,http://www.thevetgroup.com.au,190 Barramul St,Simpson,VIC,3266.0,"190 Barramul St, Simpson VIC 3266","About The Vet Group
AT A GLANCE
Dedicated companion animal veterinarians
Cattle specialist
Clinical farm veterinary services
Farm advisory services
Human resource management and recruitment
Pet care or farm services give us a call - we are here to help you.
The Vet Group, located in Western Victoria is one of the leading provider of integrated animal health solutions in Australia with more than 70 years' local experience and more than 260 years combined veterinary experience.
Pet Care Services
Small Animal Reproduction Including Artificial Insemination
Desexing, Vaccinations and Microchipping
Soft Tissue and Orthopaedic Surgery
Small Animal Medicine
Acupuncture
Diagnostic Imaging- X-Rays and Ultrasound
Full Grooming Services
Farm Services
Pregnancy Diagnosis Service Including Ultrasound & Fertility Reporting
Mastitis & Milk Quality Investigation
Nutrition & Pasture Management
Dairy Herd Reproduction
Embryo Transfer
Farm Business Consulting
Human Resource Management
Small Animal Medicine, Reproduction & Surgery
Puppy Pre-School Classes
Wide Range of Pet Care Needs
The Vet Group, dedicated team of professionals is committed to providing you and your animals the very best in animal care. You can expect to be treated with the greatest care and attention when you use any of our services. You can also be assured that this service is backed up by the experience and expertise of all our staff, vets, technicians, vet nurses, animal handlers, groomers and support staff ready to contribute when needed.
Payment Methods
Cash
Cheques
Direct Debit
EFT
EFTPOS
Mastercard
Visa
PDF
PDF
VIP Health Club
Terms and Conditions
PDF - 0.1mb
ABN
69 143 614 242
Staff
21-50
Established
2010
Also trades as
The Vet Group Wollaston","Product
Birds, Cats, Cattle, Dogs, Domestic, Fish, Foals, Greyhounds, Guinea Pigs, Horses, Livestock, Mice, Pigs, Rabbits, Rats, Reptiles, Sheep, Snakes, Wildlife
Services
Acupuncture, Anaesthesia, Artificial Insemination, Blood Tests, De-sexing, De-worming, Dental Checks, Dentistry, ECGs, Embryo Transfers, Euthanasia, Examinations, Hospitalisation, Inpatients, Massage, Microchipping, Nursing Care, Nutrition Counselling, Obedience Training, Outpatients, Preventive Care, Quarantine Services, Rehabilitation, Ultrasounds, Vaccinations, X-rays
Offering
Puppy Classes, Puppy Pre-school, Small Animals
Features
Accredited, After Hours Service, Air Conditioned, By Appointment, Consultations, Delivery, Drop Off, Emergency Services, Evaluations, Guaranteed, Heating, Home Visits, Intensive Care, Kennels, Laboratory, Licensed, Mobile Service, On-Site Services, Pick-up, Registered
Issues
Allergies, Arthritis, Back, Behaviour, Diseases, Ears, Eyes, Fleas, Heartworm, Injuries, Itchiness, Pain, Reproduction, Spine, Ticks, Trauma, Weight, Worms
Catering To
Internal Medicine, Ophthalmology, Orthopaedics, Pathology, Radiography, Surgery, Ultrasonography
Keywords
Portland, vaccinations, dog training, Farm business consulting, pet care, Quality vet, Milk quality, Calfwise, Hamilton, dairy cows, Ultrasound, dog groomer, Koroit, microchipping, Mastitis, Calves, Pregnancy testing, Cobden, Port Fairy, Desexing, Allansford, Herd health, Acupuncture, Dairy calves, Camperdown"
Hospital Equipment and Furniture Services,Internship - Hotel IT Support Specialist,Animal Clinic Maffra,https://www.yellowpages.com.au/vic/maffra/animal-clinic-maffra-13704578-listing.html,(03) 5141 1438,info@animalclinicmaffra.com.au,http://www.animalclinicmaffra.com.au,172 Johnson St,Maffra,VIC,3860.0,"172 Johnson St, Maffra VIC 3860","About Animal Clinic Maffra
AT A GLANCE
24hrs emergency service provided 365 days
Small animals
Puppy pre-school
Chiropractic
Grooming
Cats, cattle, dogs, greyhounds, horses and livestock.
Animal Clinic Maffra provides friendly, affordable and compassionate care for livestock, horses and companion animals. Animal Clinic Maffra offers all veterinary services such as stem cell therapy, consultations, surgery, x-rays, chiropractic, farm and home visits for all farm and domestic animals.
Animal Clinic Maffra is one of the first clinics in Australia to offer revolutionary stem cell treatment for pets. The revolutionary treatment, developed by an Australian company, Medivet, means animals suffering common ailments including hip dysplasia and osteoarthritis no longer need to suffer chronic pain.
Animal Clinic Maffra has been in operation for six years and now offers clients the option to receive monthly emails with clinic news, up to date advice, tips and helpful insights.
We offer 24hrs emergency service 365 days a year so that you can rest assured that no matter what time or day it is all of your animals will receive prompt professional care.
Payment Methods
Cash
Cheques
EFT
EFTPOS
Mastercard
Visa
Established
2005
Legal ID
24hr emergency service provided 365 days","Hours of Operation
24hr Emergency Service, Open Monday - Friday, Open Saturdays
Events
Seminars
Product
Cats, Cattle, Dogs, Domestic, Exotics, Ferrets, Greyhounds, Guinea Pigs, Horses, Livestock, Rabbits, Wildlife
Services
Acupuncture, Anaesthesia, Behaviour Consultations, De-sexing, Dentistry, Examinations, Hospitalisation, Microchipping, Nutrition Counselling, Ultrasounds, Vaccinations, X-rays
Offering
Puppy Pre-school, Small Animals
Features
Accredited, Animal Clinics, Consultations, Emergency Services, Home Visits, Intensive Care, Laboratory, Mobile Service, Registered
Issues
Arthritis, Back, Diseases, Ears, Eyes, Fleas, Heartworm, Injuries, Pain, Reproduction, Ticks, Trauma, Worms
Catering To
Chiropractic, Radiography, Radiology, Surgery, Ultrasonography
Keywords
Behaviour Consultations, Vet, Maffra, obedence school, Animal Hospital, Puppy classes, Horse Medical Care Maffra, Cows Vet Clinic, Surgeon, Cows Hospital Maffra, Horse Vet Clinic, Clinic, Vet Clinic, Animal Clinic, Animal xrays Maffra, Animal Radiolgy, Animal Vaccinations, Animal Mircochip, Horse, Vet emergency service, Vaccinations, Hospital, Animal Microchipping"
